sample_id,state,district,location_name,elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,lithology_code,lulc_code,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,failure_probability,landslide_occurred
NER-SIM-02681,Sikkim,Mangan,North Sikkim Highway (Chungthang),1581.2,60.88,157.6,-0.0103,0.0509,3.68,1014.9,222.6,5,1,21.5,44.1,4.77,46.3,3.44,0.024,0.2971,0
NER-SIM-02682,Sikkim,Mangan,North Sikkim Highway (Chungthang),1538.3,53.26,317.4,0.0116,0.0217,3.38,1608.5,704.8,5,2,0.3,0.5,0.04,28.9,3.25,0.049,0.1314,0
NER-SIM-02683,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1235.0,23.71,281.3,-0.0152,0.0266,5.8,918.0,325.4,1,2,91.0,211.6,26.58,79.7,18.32,0.069,0.6159,1
NER-SIM-02684,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1261.3,39.46,282.6,-0.0771,0.0237,5.68,182.6,18.3,1,1,0.0,0.0,0.0,47.0,2.08,0.115,0.0522,0
NER-SIM-02685,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,571.6,26.19,165.6,-0.0008,-0.0619,5.13,70.8,2.1,1,1,108.9,287.3,16.09,70.5,3.04,0.102,0.7645,1
NER-SIM-02686,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,622.3,23.85,69.3,0.0893,-0.0112,4.3,1812.9,448.4,1,4,122.0,384.1,28.13,79.1,18.19,0.072,0.7256,1
NER-SIM-02687,Nagaland,Phek,Phek-Meluri Road Corridor,1425.5,26.03,240.6,-0.0265,-0.0493,3.14,2340.6,667.9,3,1,7.0,8.2,0.47,26.4,5.37,0.052,0.0366,0
NER-SIM-02688,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1999.8,50.4,182.8,-0.0432,-0.0152,4.44,281.9,156.6,5,1,53.5,135.0,6.91,60.7,0.79,0.053,0.6166,1
NER-SIM-02689,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1336.4,29.51,278.6,-0.0336,-0.006,3.25,274.5,39.0,4,2,6.7,10.9,0.52,35.3,1.33,0.044,0.1719,0
NER-SIM-02690,Tripura,North Tripura,Jampui Hills Ridge Corridor,390.3,35.66,358.3,0.11,0.0148,7.36,2576.7,96.8,1,3,237.3,735.1,32.93,81.5,24.1,0.099,0.9963,1
NER-SIM-02691,Manipur,Noney,Tupul Railway Corridor Section,731.3,24.49,9.5,-0.0039,0.0204,3.0,67.9,148.2,3,2,7.1,5.5,0.87,44.5,3.87,0.054,0.1014,0
NER-SIM-02692,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1566.3,35.37,289.0,-0.0429,0.0247,5.46,1236.7,152.7,4,3,117.2,334.3,32.18,77.1,11.47,0.061,0.8271,1
NER-SIM-02693,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1875.0,34.99,188.4,0.0125,-0.0066,3.27,111.2,396.7,2,4,132.9,411.0,35.87,80.9,20.35,0.024,0.9029,1
NER-SIM-02694,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,629.2,31.01,13.6,-0.0311,-0.0896,3.93,476.3,275.1,1,1,56.3,92.9,9.2,58.1,3.2,0.083,0.1629,0
NER-SIM-02695,Tripura,North Tripura,Jampui Hills Ridge Corridor,227.6,48.07,270.5,0.0044,0.0631,3.56,843.4,446.8,2,2,14.1,10.9,1.39,29.3,3.05,0.105,0.1532,0
NER-SIM-02696,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1382.5,47.47,111.6,-0.0329,-0.0307,5.04,1225.0,1048.8,2,4,160.0,382.4,21.37,81.9,21.34,0.058,0.8212,1
NER-SIM-02697,Sikkim,Mangan,North Sikkim Highway (Chungthang),1504.5,42.09,257.1,-0.0363,0.0326,3.48,90.3,28.5,4,1,82.5,251.6,13.4,80.1,11.9,0.068,0.7004,1
NER-SIM-02698,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,844.1,38.61,57.8,-0.0442,0.0158,4.59,1615.2,605.2,1,3,18.9,18.2,2.48,31.2,2.14,0.055,0.1023,0
NER-SIM-02699,Sikkim,Mangan,North Sikkim Highway (Chungthang),2156.0,43.7,129.6,0.0758,-0.0574,5.33,253.8,2.3,5,1,60.7,58.3,7.44,54.2,3.95,0.152,0.3805,0
NER-SIM-02700,Sikkim,Mangan,North Sikkim Highway (Chungthang),1776.8,31.19,141.6,-0.0134,-0.0171,7.16,1556.6,610.5,4,3,251.3,436.1,35.49,78.7,18.13,0.031,0.9636,1
NER-SIM-02701,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1342.1,29.54,79.8,0.0361,0.0285,4.52,600.3,39.7,2,4,119.1,373.3,32.32,74.8,0.88,0.032,0.7238,1
NER-SIM-02702,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,942.6,13.47,196.3,0.0785,-0.0004,7.76,9.3,231.3,3,1,24.6,29.7,1.82,39.9,1.52,0.053,0.0871,0
NER-SIM-02703,Nagaland,Phek,Phek-Meluri Road Corridor,1415.4,35.89,69.0,0.0182,0.0112,6.22,2377.9,203.3,3,1,122.9,361.1,32.71,90.7,44.01,0.207,0.7638,1
NER-SIM-02704,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1191.5,34.03,267.8,-0.0383,0.0693,6.64,752.8,1310.4,2,1,22.9,44.0,3.16,43.7,2.48,0.0,0.0815,0
NER-SIM-02705,Sikkim,Mangan,North Sikkim Highway (Chungthang),1920.4,27.45,105.1,-0.0062,0.0458,5.45,280.6,124.2,4,1,10.7,10.4,1.45,28.5,2.52,0.073,0.1198,0
NER-SIM-02706,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1424.4,26.4,84.3,-0.0046,-0.0255,8.3,2424.6,183.4,1,2,6.4,8.1,0.58,35.0,1.02,0.099,0.0427,0
NER-SIM-02707,Manipur,Noney,Tupul Railway Corridor Section,394.2,42.8,285.6,-0.0642,-0.0546,5.2,1463.0,89.1,3,2,36.8,61.0,6.63,56.9,1.05,0.157,0.2748,0
NER-SIM-02708,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1455.9,21.32,215.8,-0.0124,0.038,5.4,1921.5,2.5,2,4,2.9,2.2,0.3,37.2,2.61,0.114,0.0542,0
NER-SIM-02709,Manipur,Noney,Tupul Railway Corridor Section,1002.2,33.59,254.2,0.0225,-0.0173,5.21,27.9,0.3,3,2,40.3,51.6,3.02,47.6,3.36,0.052,0.2832,0
NER-SIM-02710,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1288.2,43.01,234.5,-0.0018,-0.0218,4.08,322.0,326.8,2,1,82.9,156.1,17.69,75.0,9.62,0.014,0.4029,0
NER-SIM-02711,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1233.6,36.63,85.6,-0.0003,0.0904,5.89,4542.1,163.1,4,3,23.3,26.0,1.8,40.2,1.38,0.105,0.2519,0
NER-SIM-02712,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1024.4,29.86,72.9,0.0387,-0.0008,6.59,656.4,237.8,3,3,24.2,41.3,2.54,38.6,2.64,0.059,0.1707,0
NER-SIM-02713,Tripura,North Tripura,Jampui Hills Ridge Corridor,767.3,32.74,147.5,0.0018,-0.0339,4.35,826.0,136.1,1,2,21.6,36.5,2.45,35.2,2.28,0.017,0.0584,0
NER-SIM-02714,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,429.7,16.76,206.1,0.1298,0.0271,7.51,680.0,177.6,1,1,237.7,589.8,64.73,71.7,0.59,0.111,0.9346,1
NER-SIM-02715,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,445.5,26.83,44.9,-0.0432,-0.0087,5.05,355.3,470.9,1,1,0.7,0.5,0.07,36.9,1.49,0.087,0.0578,0
NER-SIM-02716,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,879.1,20.89,190.6,-0.0056,0.0869,4.21,1563.7,220.9,1,1,115.8,362.5,15.3,80.5,16.12,0.119,0.5921,1
NER-SIM-02717,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,1005.8,37.05,282.8,0.0242,0.0064,2.39,214.3,60.2,1,3,15.8,12.3,1.31,50.2,6.54,0.13,0.1458,0
NER-SIM-02718,Manipur,Noney,Tupul Railway Corridor Section,475.8,30.48,264.9,0.1054,0.0452,5.85,309.5,330.8,2,4,153.4,234.2,31.02,80.6,17.18,0.046,0.6519,1
NER-SIM-02719,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2421.1,54.6,8.0,-0.0023,0.0379,3.91,208.9,397.2,5,4,2.5,2.8,0.2,34.5,3.25,0.111,0.1603,0
NER-SIM-02720,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1393.2,34.02,182.6,-0.0608,0.025,3.36,1095.1,493.4,2,2,66.7,158.1,20.17,84.5,23.59,1.354,0.5249,1
NER-SIM-02721,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1662.6,32.09,142.3,-0.0246,-0.0203,4.42,993.5,419.5,4,1,69.9,134.5,10.62,80.7,24.11,0.06,0.364,0
NER-SIM-02722,Manipur,Noney,Tupul Railway Corridor Section,558.5,34.33,335.7,0.0611,-0.1362,6.02,262.3,226.5,3,2,10.2,6.5,0.78,32.5,4.36,0.064,0.1182,0
NER-SIM-02723,Sikkim,Mangan,North Sikkim Highway (Chungthang),1730.9,46.92,285.8,-0.0584,-0.0074,4.24,67.4,354.3,4,4,34.7,22.9,2.73,38.4,0.0,0.0,0.1489,0
NER-SIM-02724,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1164.0,36.37,328.1,-0.0129,-0.0705,4.52,3119.1,261.8,3,1,76.5,179.8,11.49,84.9,27.76,0.639,0.6006,1
NER-SIM-02725,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,496.5,17.57,56.7,0.0151,-0.0682,5.78,642.3,101.1,2,1,13.3,18.0,1.76,34.8,1.23,0.069,0.049,0
NER-SIM-02726,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1318.4,33.31,308.3,-0.0105,0.0446,5.55,1322.2,444.2,3,4,74.9,168.5,10.26,63.4,0.0,0.094,0.3469,0
NER-SIM-02727,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1490.1,18.06,71.1,-0.049,-0.0049,7.17,44.1,164.7,3,1,1.5,2.6,0.11,39.4,0.0,0.0,0.0525,0
NER-SIM-02728,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1438.2,39.9,176.0,-0.0078,-0.0421,2.29,1688.2,750.4,2,2,25.7,33.9,2.15,33.7,0.3,0.087,0.0977,0
NER-SIM-02729,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2411.7,40.87,96.5,0.0264,-0.0278,3.73,548.5,265.7,5,4,0.6,0.7,0.07,42.3,1.97,0.065,0.1089,0
NER-SIM-02730,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,1054.8,35.78,238.1,-0.0209,-0.0601,4.28,310.4,564.8,1,4,0.7,0.5,0.06,35.2,4.55,0.057,0.0434,0
NER-SIM-02731,Tripura,North Tripura,Jampui Hills Ridge Corridor,698.5,16.26,285.1,-0.0544,-0.0102,7.07,36.6,843.1,1,2,19.8,56.4,5.05,57.5,2.7,0.046,0.0966,0
NER-SIM-02732,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,290.6,19.69,122.4,0.0137,-0.0524,8.37,685.4,1430.5,2,4,93.3,215.5,22.0,80.2,19.38,0.018,0.3193,0
NER-SIM-02733,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1283.4,27.94,28.3,0.0483,-0.0497,5.39,1062.7,1165.1,1,4,109.5,294.0,33.0,80.6,21.27,0.0,0.6272,1
NER-SIM-02734,Nagaland,Phek,Phek-Meluri Road Corridor,1993.3,35.95,162.5,0.0547,0.0152,5.91,272.0,990.2,3,1,128.7,353.1,16.29,86.6,22.49,4.43,0.9164,1
NER-SIM-02735,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,924.2,37.34,133.7,-0.0155,-0.018,5.02,200.4,674.8,1,1,12.3,6.9,0.89,42.6,2.01,0.0,0.0576,0
NER-SIM-02736,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1025.1,49.42,306.9,-0.1075,-0.0505,2.0,1005.7,942.5,2,2,13.8,20.3,1.5,55.0,2.91,0.112,0.2082,0
NER-SIM-02737,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1948.9,39.02,58.7,0.0576,-0.0003,5.71,150.9,987.6,4,2,26.0,22.8,2.0,44.7,1.72,0.093,0.2828,0
NER-SIM-02738,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1328.3,41.79,330.9,-0.065,-0.0472,3.36,1472.6,420.7,2,2,36.4,81.5,6.12,63.3,2.54,0.041,0.2048,0
NER-SIM-02739,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,551.9,25.63,228.2,-0.0467,0.0335,6.4,1017.1,196.6,1,3,40.5,43.0,5.63,50.9,1.91,0.075,0.0974,0
NER-SIM-02740,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1024.2,35.26,208.3,-0.0102,0.0373,3.97,2822.4,377.4,1,1,1.1,1.1,0.11,39.4,1.76,0.099,0.0243,0
NER-SIM-02741,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1415.8,34.34,187.6,0.0702,-0.0682,3.16,822.6,321.4,4,1,2.6,4.4,0.27,33.9,2.51,0.03,0.054,0
NER-SIM-02742,Sikkim,Mangan,North Sikkim Highway (Chungthang),1667.6,47.05,240.8,-0.0635,-0.0095,4.15,1771.8,369.4,4,3,127.4,253.3,19.1,86.7,23.65,1.635,0.8861,1
NER-SIM-02743,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,636.7,6.45,145.0,-0.0699,-0.0143,5.18,32.1,135.2,1,1,2.8,1.7,0.29,38.6,2.39,0.0,0.0528,0
NER-SIM-02744,Tripura,North Tripura,Jampui Hills Ridge Corridor,628.3,24.06,302.5,0.0643,-0.0381,7.03,317.8,53.3,1,4,0.2,0.1,0.01,44.0,4.22,0.109,0.0659,0
NER-SIM-02745,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1066.3,31.42,183.4,-0.0315,-0.019,3.75,26.9,82.3,4,4,91.2,263.0,11.93,87.2,21.51,0.044,0.8633,1
NER-SIM-02746,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,930.4,28.95,117.0,0.0357,-0.0155,4.56,5253.6,403.7,1,3,148.8,441.5,40.4,70.1,3.31,0.086,0.8408,1
NER-SIM-02747,Nagaland,Phek,Phek-Meluri Road Corridor,1854.2,44.11,2.9,-0.0072,-0.0664,3.94,126.0,303.8,2,2,3.9,5.7,0.28,39.4,3.19,0.056,0.224,0
NER-SIM-02748,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1022.6,36.84,186.7,0.1009,-0.0316,6.98,216.5,912.0,2,1,19.9,14.5,3.16,36.6,0.55,0.086,0.0884,0
NER-SIM-02749,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,832.8,41.75,303.7,-0.1143,-0.0054,2.14,1928.5,45.0,1,2,171.3,507.0,35.85,78.7,17.54,0.067,0.9285,1
NER-SIM-02750,Tripura,North Tripura,Jampui Hills Ridge Corridor,414.3,30.73,308.6,-0.0443,0.0019,4.38,1356.4,607.8,1,3,117.1,176.2,17.83,75.7,8.07,0.025,0.5836,1
NER-SIM-02751,Nagaland,Phek,Phek-Meluri Road Corridor,1499.2,42.29,8.7,0.0074,-0.0016,5.67,1743.9,118.3,4,2,22.2,39.3,2.71,49.1,0.0,0.083,0.1844,0
NER-SIM-02752,Sikkim,Mangan,North Sikkim Highway (Chungthang),1706.4,38.47,232.3,-0.0177,-0.0745,3.75,90.0,18.1,4,2,135.6,317.2,36.99,78.6,15.39,0.034,0.8614,1
NER-SIM-02753,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2653.5,58.68,233.4,0.0382,0.035,3.59,3932.1,71.4,4,4,27.8,61.1,5.32,46.3,1.18,0.021,0.2998,0
NER-SIM-02754,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1398.9,22.95,25.2,-0.0436,-0.0636,7.27,875.4,1104.6,3,1,94.1,160.2,12.12,71.8,2.71,0.077,0.2412,0
NER-SIM-02755,Tripura,North Tripura,Jampui Hills Ridge Corridor,470.9,26.61,0.0,-0.0002,-0.0217,5.32,3023.1,198.7,1,1,22.0,21.9,1.49,37.2,0.86,0.0,0.0365,0
NER-SIM-02756,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1167.8,21.84,27.8,0.0305,-0.0025,6.83,582.1,20.4,3,3,0.5,0.3,0.04,42.6,2.27,0.017,0.108,0
NER-SIM-02757,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1387.2,33.64,129.7,0.0417,-0.0784,5.06,608.4,15.6,1,1,11.2,17.9,0.87,42.9,2.8,0.0,0.1022,0
NER-SIM-02758,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1787.4,35.1,64.3,0.0024,0.0076,7.29,147.9,207.3,4,1,105.6,218.0,13.9,87.8,39.17,0.083,0.8018,1
NER-SIM-02759,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1208.9,46.09,232.3,-0.0515,-0.0483,3.6,968.7,49.7,1,2,11.6,11.1,1.09,41.1,3.12,0.027,0.1038,0
NER-SIM-02760,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,603.2,39.57,284.5,0.004,0.0474,5.05,4577.5,1765.6,1,1,11.7,6.2,1.44,42.5,1.46,0.069,0.0766,0
NER-SIM-02761,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1486.9,34.97,310.2,0.0623,-0.0514,2.4,494.6,277.3,3,1,5.6,7.1,0.4,25.6,1.14,0.0,0.048,0
NER-SIM-02762,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,907.5,19.5,221.1,-0.0879,0.0388,8.9,393.9,10.2,1,2,4.1,2.8,0.29,24.2,0.67,0.057,0.0412,0
NER-SIM-02763,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1374.1,23.67,190.8,-0.068,0.0222,7.33,248.6,346.7,2,2,10.0,5.9,1.38,29.2,3.46,0.0,0.1621,0
NER-SIM-02764,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,801.1,29.16,10.0,0.0275,-0.0487,8.21,1930.6,456.2,4,3,18.1,31.6,2.24,34.4,1.04,0.052,0.1329,0
NER-SIM-02765,Nagaland,Phek,Phek-Meluri Road Corridor,1931.7,19.41,135.2,0.023,-0.1404,7.13,251.1,126.2,3,3,4.4,2.5,0.64,38.4,4.44,0.094,0.1387,0
NER-SIM-02766,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2231.3,39.49,269.3,0.0693,0.0488,3.96,112.8,384.0,5,2,4.2,4.3,0.68,30.9,3.57,0.015,0.2038,0
NER-SIM-02767,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1624.7,22.76,284.8,-0.0249,0.0136,4.76,203.7,214.3,1,1,62.2,44.1,10.34,42.5,0.23,0.066,0.2658,0
NER-SIM-02768,Tripura,North Tripura,Jampui Hills Ridge Corridor,624.9,22.19,13.1,0.0467,-0.0438,8.17,633.6,148.2,1,4,0.2,0.2,0.01,31.2,1.4,0.109,0.0511,0
NER-SIM-02769,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,620.5,24.57,69.2,-0.0776,-0.0204,5.71,1123.5,519.9,1,3,11.8,15.4,1.53,46.7,1.37,0.065,0.0589,0
NER-SIM-02770,Tripura,North Tripura,Jampui Hills Ridge Corridor,346.0,32.65,355.9,-0.0608,0.0383,4.77,2269.3,143.3,2,3,209.7,460.1,30.69,71.3,2.85,0.037,0.9459,1
NER-SIM-02771,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1560.5,24.22,46.9,-0.068,-0.0241,4.39,1085.7,116.8,3,3,170.0,405.8,40.37,79.5,19.26,0.04,0.9148,1
NER-SIM-02772,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,851.8,35.69,177.5,0.0287,0.0716,5.69,6671.4,73.5,4,3,4.2,2.3,0.32,26.5,1.1,0.037,0.1579,0
NER-SIM-02773,Nagaland,Phek,Phek-Meluri Road Corridor,1375.6,48.06,249.9,-0.0044,0.0006,4.6,49.9,44.5,2,2,7.5,7.9,0.86,28.0,1.32,0.011,0.1936,0
NER-SIM-02774,Manipur,Noney,Tupul Railway Corridor Section,613.5,34.85,105.6,-0.0197,-0.0147,3.82,11.4,1349.9,2,3,63.3,77.5,4.91,47.1,2.74,0.0,0.2434,0
NER-SIM-02775,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2022.5,54.08,24.3,0.0167,-0.1031,3.71,61.2,285.2,3,2,182.4,528.5,37.06,75.8,8.9,0.05,0.9856,1
NER-SIM-02776,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1754.4,29.75,179.2,-0.0418,-0.0009,7.44,1009.7,306.2,1,2,4.3,2.9,0.34,31.7,0.0,0.0,0.0461,0
NER-SIM-02777,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,745.3,35.34,256.4,-0.0079,0.0066,4.09,2224.5,835.1,1,3,10.3,17.4,1.06,34.9,1.02,0.07,0.1228,0
NER-SIM-02778,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1781.2,27.12,228.9,-0.1047,-0.1231,6.62,568.5,546.3,1,3,4.6,3.9,0.4,35.9,0.59,0.049,0.0892,0
NER-SIM-02779,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1250.2,35.81,201.0,-0.0236,0.0327,4.82,190.4,118.2,2,1,120.5,235.0,25.99,84.1,27.94,11.834,0.8641,1
NER-SIM-02780,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1105.4,42.02,259.5,-0.0126,-0.0195,5.95,300.4,458.4,3,4,106.3,218.3,20.85,74.6,2.17,0.071,0.7564,1
NER-SIM-02781,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,2237.4,27.21,356.8,-0.0407,-0.0062,4.52,496.8,146.6,2,2,118.8,319.7,18.27,70.3,2.29,0.017,0.7771,1
NER-SIM-02782,Tripura,North Tripura,Jampui Hills Ridge Corridor,710.2,13.32,147.4,-0.1061,-0.0572,6.2,249.7,600.1,1,3,48.0,108.6,9.99,66.3,2.44,0.074,0.3605,0
NER-SIM-02783,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1063.9,31.01,69.7,0.0105,-0.024,5.33,742.4,2.3,3,2,7.4,7.6,0.68,37.7,1.46,0.009,0.1458,0
NER-SIM-02784,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,987.2,40.0,124.5,0.0068,0.0312,5.33,355.3,654.4,2,2,94.6,208.8,12.41,81.5,23.51,0.08,0.6364,1
NER-SIM-02785,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1090.5,34.06,39.3,-0.0419,-0.0253,6.21,600.9,996.3,3,2,8.5,5.4,0.65,20.1,1.14,0.031,0.0837,0
NER-SIM-02786,Sikkim,Mangan,North Sikkim Highway (Chungthang),1920.7,57.21,225.9,-0.0502,-0.0098,4.39,835.3,66.0,5,4,119.2,344.9,27.95,79.7,17.99,0.013,0.9576,1
NER-SIM-02787,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1399.7,36.86,109.4,-0.0177,-0.0484,6.15,349.2,71.3,2,1,67.6,201.8,14.95,75.1,9.29,0.011,0.4569,0
NER-SIM-02788,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1025.5,30.95,153.2,-0.0357,-0.0058,5.7,870.1,69.9,5,1,21.2,27.5,1.64,49.3,3.27,0.02,0.136,0
NER-SIM-02789,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1089.8,29.75,319.5,0.004,0.0187,5.72,1674.3,625.7,4,3,208.7,537.3,65.75,76.6,9.94,0.0,0.9632,1
NER-SIM-02790,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1053.5,44.05,220.3,-0.0256,-0.0375,5.59,491.6,75.0,1,2,20.0,30.9,1.47,43.9,0.05,0.078,0.1861,0
NER-SIM-02791,Tripura,North Tripura,Jampui Hills Ridge Corridor,682.1,26.23,223.1,0.0273,0.0294,5.27,1039.6,704.5,1,1,75.5,123.8,10.9,72.5,0.62,0.039,0.247,0
NER-SIM-02792,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1586.7,37.62,322.1,0.0187,-0.0115,6.64,1688.6,121.1,2,1,58.3,152.0,7.97,76.3,15.6,0.032,0.3412,0
NER-SIM-02793,Manipur,Noney,Tupul Railway Corridor Section,633.4,29.63,101.2,-0.0388,-0.0592,5.98,509.3,608.5,3,4,5.5,2.8,0.37,25.4,4.36,0.103,0.0991,0
NER-SIM-02794,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2664.3,53.0,208.6,0.028,-0.0342,4.12,701.8,285.0,4,3,4.6,5.7,0.53,33.4,3.0,0.001,0.3562,0
NER-SIM-02795,Sikkim,Mangan,North Sikkim Highway (Chungthang),1565.6,55.81,219.3,0.0302,-0.0466,3.52,983.7,269.5,4,1,52.5,138.3,10.75,69.5,0.8,0.027,0.4431,0
NER-SIM-02796,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1554.3,27.59,258.6,-0.0161,-0.0218,3.37,22.5,493.0,1,3,125.7,351.7,33.82,78.8,9.95,0.095,0.8551,1
NER-SIM-02797,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1214.3,41.51,313.3,-0.075,-0.0019,5.68,5956.5,394.4,1,3,0.7,0.5,0.08,29.4,1.49,0.006,0.0658,0
NER-SIM-02798,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2436.2,43.34,135.3,0.0218,-0.053,5.08,71.3,580.7,5,1,224.6,690.6,60.62,80.1,10.28,0.047,0.9943,1
NER-SIM-02799,Manipur,Noney,Tupul Railway Corridor Section,1058.1,41.26,125.5,0.0087,-0.0099,5.01,623.2,174.8,2,2,32.7,103.1,6.2,59.6,1.44,0.127,0.3213,0
NER-SIM-02800,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1363.0,36.58,20.7,0.0924,-0.0187,5.33,932.2,81.8,3,3,6.0,7.6,0.65,46.3,3.23,0.025,0.1156,0
NER-SIM-02801,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1110.3,21.36,250.5,0.0105,0.0368,5.79,705.4,74.5,2,1,17.6,11.2,2.11,44.9,1.61,0.0,0.1416,0
NER-SIM-02802,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,538.6,40.58,57.8,0.0594,-0.0034,3.01,4049.1,45.3,1,1,16.4,16.0,1.56,52.3,0.82,0.022,0.1198,0
NER-SIM-02803,Tripura,North Tripura,Jampui Hills Ridge Corridor,678.7,43.17,234.0,0.0034,0.0158,2.93,463.5,186.9,1,2,65.8,108.0,20.32,52.5,0.97,0.12,0.3108,0
NER-SIM-02804,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1422.0,56.84,61.5,-0.0333,-0.108,3.89,969.5,8.4,4,2,6.3,6.4,0.59,32.0,0.2,0.058,0.2093,0
