elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,lithology_code,lulc_code,landslide_occurred
1905.6,29.65,158.5,-0.0321,-0.0174,7.64,322.9,180.8,0.2,0.1,0.02,40.2,2.38,0.046,2,3,0
566.1,34.48,291.9,0.0401,0.0161,5.05,149.2,47.8,209.3,454.9,50.42,83.3,21.6,1.471,3,2,1
957.6,32.61,219.1,-0.0109,0.0024,5.48,476.7,178.7,108.2,293.3,13.63,81.4,24.89,0.067,2,2,1
844.3,46.47,239.8,-0.0164,-0.0349,2.79,72.3,573.0,178.2,568.6,40.1,84.3,29.43,0.452,3,1,1
1486.9,34.97,310.2,0.0623,-0.0514,2.4,494.6,277.3,5.6,7.1,0.4,25.6,1.14,0.0,3,1,0
1037.5,22.73,320.5,-0.0993,0.0014,8.69,559.1,517.0,13.1,21.4,1.72,33.3,1.53,0.018,1,2,0
1189.7,28.31,181.4,-0.0608,0.038,5.17,1508.5,51.3,2.1,3.1,0.18,38.0,0.63,0.082,4,1,0
659.0,34.84,264.4,-0.0243,-0.0555,8.37,7.9,122.4,85.3,137.8,25.19,70.9,1.65,0.0,1,4,0
1575.7,31.01,66.6,0.1195,0.0476,6.23,4175.4,268.0,18.3,20.8,1.61,41.1,2.85,0.026,1,4,0
745.0,44.51,127.1,-0.0704,-0.0119,4.47,251.1,21.2,117.7,336.8,37.85,76.5,8.67,0.048,3,1,1
1017.1,29.14,211.2,-0.0085,-0.0738,3.64,784.9,1421.1,341.6,544.8,53.86,84.3,27.48,0.047,1,4,1
840.7,33.66,302.8,-0.0494,0.0208,4.14,2021.9,39.6,10.3,9.4,1.0,47.1,2.14,0.079,2,2,0
1398.0,39.27,259.4,-0.0082,-0.0032,4.18,98.6,24.1,60.9,107.3,8.58,64.2,2.77,0.077,4,2,0
1692.9,51.56,35.4,0.0713,-0.0104,4.39,841.3,855.8,174.6,418.4,53.79,74.6,3.24,0.013,3,4,1
1645.2,41.13,126.1,-0.0332,0.0001,2.52,899.9,62.7,2.1,2.0,0.22,27.7,1.77,0.055,4,1,0
1271.5,39.75,104.0,-0.0817,0.0008,3.26,118.3,115.9,65.2,120.0,9.33,66.6,0.91,0.005,1,1,0
1145.9,41.69,204.0,-0.0395,0.0213,3.92,1107.9,470.0,6.2,3.7,0.53,37.7,1.87,0.084,1,3,0
1178.5,21.74,259.9,0.0054,-0.0085,7.84,382.9,133.6,37.4,86.0,5.48,50.7,2.5,0.027,2,1,0
1111.8,39.97,205.4,0.0895,-0.076,2.47,1478.7,514.4,18.2,31.8,1.63,38.0,1.5,0.034,2,4,0
675.5,35.88,339.5,0.0241,-0.0243,5.68,2717.2,92.0,106.1,209.7,29.68,75.6,8.13,0.06,1,4,0
1794.4,32.73,124.0,0.0618,-0.0293,7.51,558.5,244.6,76.0,218.6,9.76,76.0,6.88,0.077,1,3,1
1601.5,38.94,235.1,-0.0579,-0.0303,3.32,4297.1,119.0,12.1,16.5,0.93,31.7,1.92,0.073,3,2,0
1211.6,18.04,294.6,0.0288,-0.0347,7.77,558.7,80.4,14.4,25.6,1.17,45.6,0.0,0.079,2,2,0
777.6,31.35,335.5,-0.0524,-0.0091,2.11,128.6,269.0,1.2,2.0,0.08,37.9,0.0,0.022,1,3,0
1600.4,32.24,250.4,-0.0154,-0.0157,7.58,150.5,78.4,0.2,0.2,0.02,44.4,1.42,0.052,1,4,0
1444.3,53.65,271.4,-0.0131,0.0221,4.36,763.1,485.2,80.3,220.4,10.61,73.4,0.0,0.0,2,1,1
2078.6,26.99,170.2,0.0861,0.0344,5.94,522.6,50.4,14.7,19.3,2.14,29.5,3.63,0.0,4,1,0
655.9,32.08,354.3,0.0574,0.0905,4.57,1097.3,1026.6,1.6,1.0,0.23,43.4,3.53,0.08,3,2,0
1082.0,36.27,141.3,0.046,-0.0709,4.29,1949.1,79.3,39.0,95.6,10.66,74.5,1.72,0.027,1,3,0
676.1,25.17,266.5,0.0017,-0.0633,5.14,335.3,91.4,99.8,209.9,26.57,85.4,27.95,0.0,1,2,0
474.3,32.63,32.0,-0.0238,0.0965,5.28,5.9,146.9,65.7,206.1,11.03,89.6,26.71,0.474,1,2,1
1396.9,19.94,104.7,-0.0139,0.009,3.93,694.9,146.0,72.8,221.2,10.67,74.5,0.34,0.061,2,1,0
1015.1,43.3,13.1,-0.0517,-0.088,2.19,181.2,173.8,71.8,86.8,7.38,65.8,1.08,0.085,2,2,0
630.1,22.11,207.0,0.0321,-0.0869,7.44,1382.1,322.3,182.3,510.1,55.96,77.8,12.55,0.051,1,3,1
1216.3,27.17,252.4,-0.0247,-0.0253,4.61,709.7,16.4,3.9,3.2,0.26,35.0,2.52,0.006,2,3,0
1086.0,30.14,39.5,-0.0357,0.0342,7.47,3605.4,1.9,48.8,100.7,6.31,72.6,3.58,0.0,1,3,0
1051.9,28.55,172.4,-0.0758,0.0544,7.9,329.0,504.3,78.4,133.7,14.04,59.2,0.0,0.019,3,1,0
1137.2,27.51,183.5,-0.0294,0.0175,6.39,4527.2,223.9,14.2,15.7,1.77,34.2,1.21,0.0,2,1,0
1425.9,27.91,304.8,-0.0264,0.0353,7.49,1346.4,324.8,98.9,173.3,13.01,75.3,4.33,0.087,1,4,0
1602.4,43.4,262.5,0.0034,0.1069,5.87,5903.3,719.0,30.6,21.1,2.29,43.1,2.48,0.073,3,3,0
1453.6,49.97,184.2,-0.0191,0.054,3.17,6132.0,128.0,28.3,40.6,3.09,44.0,0.4,0.088,4,3,0
631.9,23.06,110.0,-0.0184,-0.0699,6.05,853.7,171.8,9.1,7.1,0.7,34.4,0.0,0.049,3,1,0
1550.6,30.5,16.3,0.0126,0.0085,6.27,108.1,349.8,77.3,229.6,14.49,65.2,4.23,0.067,4,2,0
867.0,24.55,128.2,0.0906,-0.059,6.47,5905.4,346.4,130.3,347.2,18.78,94.1,38.72,0.042,1,2,1
528.7,31.74,88.7,-0.0548,-0.076,5.54,590.7,116.6,41.9,67.8,10.86,53.7,2.76,0.007,1,1,0
1404.1,36.15,58.5,-0.0158,0.067,7.89,73.3,525.0,192.6,564.4,33.64,77.2,12.53,0.101,1,1,1
607.2,48.01,81.1,0.0489,-0.0007,2.85,579.2,191.8,71.3,209.6,12.62,77.5,12.18,0.0,2,1,1
1708.9,46.17,80.7,-0.004,0.022,2.0,2266.6,404.3,92.6,282.4,15.17,70.5,1.85,0.08,4,4,1
1435.6,42.14,306.0,0.0008,-0.0371,3.12,945.0,845.8,19.7,29.3,3.17,50.6,2.48,0.025,5,3,0
1176.9,33.04,141.2,-0.0471,0.0691,6.6,906.7,319.2,222.3,578.8,73.8,83.5,25.38,1.366,4,1,1
1554.3,38.64,282.0,-0.0278,-0.0284,4.96,3891.6,193.6,11.9,14.7,1.7,33.4,0.0,0.0,4,1,0
1388.1,32.55,163.6,0.0479,-0.076,4.25,285.3,148.2,55.2,139.7,10.9,65.7,3.7,0.093,3,2,0
1203.3,43.41,107.1,0.0776,-0.0643,5.01,2803.0,776.0,4.9,8.4,0.54,31.8,1.04,0.052,4,2,0
1263.2,59.48,334.4,-0.0736,0.0489,3.52,765.9,26.3,95.3,241.8,30.49,74.9,2.8,0.091,1,1,1
870.3,29.35,137.1,0.0133,-0.0705,5.69,3828.2,943.3,155.3,439.5,31.91,77.5,15.87,0.0,2,3,1
1399.6,15.19,250.4,-0.0151,0.0146,5.47,1424.1,118.3,9.7,13.5,1.15,47.5,0.66,0.047,1,1,0
886.1,18.97,106.5,0.0096,0.0104,8.55,2112.6,20.7,27.5,43.0,4.33,49.6,2.16,0.0,1,4,0
1376.5,43.81,154.9,-0.0642,-0.0576,6.67,165.9,1449.5,33.7,50.3,2.66,52.5,1.28,0.051,2,1,0
1696.2,32.03,259.9,-0.0172,0.0024,2.0,3218.0,196.8,10.0,15.2,0.69,39.6,2.47,0.073,1,2,0
511.7,31.89,345.3,0.0089,-0.0556,4.27,1827.8,519.6,69.3,185.5,11.24,83.0,20.09,0.046,1,2,1
1421.9,21.41,276.9,-0.0364,-0.015,6.3,1187.7,194.9,2.6,4.0,0.38,30.0,4.74,0.054,2,1,0
1685.8,55.39,156.3,0.0705,0.0739,2.19,638.8,628.4,20.6,30.0,1.75,42.5,0.41,0.062,5,4,0
2156.0,43.7,129.6,0.0758,-0.0574,5.33,253.8,2.3,60.7,58.3,7.44,54.2,3.95,0.152,5,1,0
1577.8,27.55,149.4,0.0235,-0.0361,3.71,1466.0,329.7,80.4,148.9,12.29,67.5,0.79,0.05,3,1,0
1378.3,40.89,249.1,0.032,0.1022,2.76,630.0,73.4,4.7,6.6,0.37,29.9,1.45,0.098,4,3,0
1007.8,29.92,29.0,0.0762,0.062,4.47,2492.9,458.0,171.6,538.9,48.82,92.2,24.27,0.062,2,1,1
414.1,28.65,184.6,0.0048,-0.009,4.08,1673.9,720.0,62.0,153.5,15.17,80.8,19.55,0.069,1,4,0
1057.3,27.67,112.7,0.0057,0.0078,6.22,300.8,164.6,59.4,98.7,12.76,50.9,3.53,0.101,3,1,0
1114.9,35.23,18.2,0.0768,0.0257,7.54,3019.1,732.4,72.6,221.2,11.93,82.4,18.64,3.201,1,2,1
686.3,30.85,336.3,-0.0514,0.0371,4.74,1589.4,147.5,74.0,174.4,10.9,73.4,0.0,0.0,1,2,1
1053.5,35.89,217.7,-0.0037,-0.0521,6.14,53.3,263.7,2.4,3.6,0.17,45.2,3.1,0.048,1,2,0
1030.0,50.78,334.5,-0.0528,0.098,4.86,1694.3,633.6,59.3,167.1,13.64,66.8,2.64,0.047,3,3,0
629.9,36.03,117.3,-0.0663,-0.0312,5.67,605.7,95.8,263.2,472.1,80.0,76.9,14.29,0.139,1,4,1
380.3,41.6,137.0,-0.0536,-0.0092,7.49,453.1,170.3,11.3,6.0,1.5,33.8,1.72,0.081,1,2,0
1297.2,32.53,51.0,-0.108,-0.0447,8.33,2.1,1475.3,145.9,303.1,19.77,80.7,17.44,0.064,3,2,1
1482.4,25.35,34.1,-0.0267,-0.0107,5.51,1125.5,113.6,4.8,7.6,0.34,38.6,3.6,0.119,4,1,0
1278.1,46.23,122.0,-0.0439,-0.0021,3.27,24.4,367.3,3.4,6.1,0.54,42.8,1.98,0.075,2,3,0
1570.7,29.75,144.1,0.0373,-0.0969,5.71,2670.2,207.0,17.9,30.3,2.99,38.7,3.48,0.029,1,2,0
1054.7,38.39,171.0,0.017,0.0134,5.17,534.5,96.8,71.4,185.8,18.14,79.6,14.56,0.039,2,2,1
1839.2,24.15,124.1,-0.0903,0.0156,6.0,510.2,18.5,6.8,5.2,0.56,36.0,1.69,0.149,3,3,0
656.7,37.86,187.9,-0.0216,-0.0175,6.34,1.1,162.2,24.5,43.7,2.42,42.3,2.19,0.017,2,2,0
2493.1,32.29,320.9,-0.0088,0.0013,3.33,1080.0,800.2,21.7,34.5,2.41,38.9,0.28,0.065,5,2,0
1292.0,37.94,75.0,-0.0859,-0.0019,6.13,602.0,60.1,46.9,139.6,6.34,68.7,4.06,0.001,2,2,0
1077.2,34.59,42.8,0.0184,0.0741,6.42,5876.3,68.5,117.1,186.6,34.91,79.2,16.04,0.069,2,3,1
1390.2,34.88,164.9,0.0939,-0.0644,7.15,883.4,401.1,26.3,14.1,3.63,37.8,2.19,0.063,3,3,0
1980.0,50.3,176.3,0.0571,0.0534,3.31,179.1,545.6,19.1,21.3,3.16,44.2,2.21,0.088,5,1,0
1407.5,30.43,122.7,0.0204,-0.0259,4.12,673.3,621.1,0.6,0.3,0.07,49.6,2.27,0.064,1,2,0
1060.4,29.37,108.3,-0.0042,-0.0305,7.7,112.5,893.6,12.3,19.8,1.26,33.3,0.94,0.123,2,2,0
1213.9,55.14,287.6,-0.0672,0.0689,3.51,3406.3,268.9,33.3,35.0,3.6,48.1,2.02,0.0,1,1,0
1761.0,47.63,2.9,0.0974,0.0187,5.23,381.9,588.1,34.7,43.8,2.8,46.5,1.8,0.005,5,1,0
385.8,38.16,287.6,0.0422,-0.0137,2.42,952.3,188.7,3.6,4.5,0.54,35.5,0.62,0.041,1,3,0
1248.4,37.15,258.3,0.0845,0.0463,3.99,650.9,79.0,115.8,237.4,18.42,82.2,18.97,3.441,3,3,1
939.2,48.75,350.6,-0.0411,-0.0212,7.68,26.2,1227.9,0.5,0.4,0.07,36.1,0.0,0.108,2,1,0
761.0,28.68,357.9,-0.0497,-0.004,7.29,158.5,482.2,108.3,246.6,14.64,82.3,21.58,0.027,1,1,1
1504.7,42.18,191.3,0.0282,-0.0133,5.32,346.5,778.9,11.2,24.4,1.6,33.7,1.39,0.076,3,1,0
542.4,21.39,186.5,0.0229,0.1077,6.99,284.5,133.3,79.9,145.9,10.55,72.8,1.71,0.06,1,1,0
1504.5,40.31,344.5,-0.0094,0.0408,3.12,2109.6,117.9,104.1,186.9,16.08,76.1,9.93,0.076,1,2,1
1606.6,33.08,80.0,-0.0236,-0.038,2.77,425.0,7.3,5.6,7.3,0.55,34.6,3.42,0.06,2,1,0
1144.2,21.59,26.0,0.0286,-0.0429,10.98,4051.3,291.8,8.1,6.5,0.73,44.6,5.12,0.025,1,3,0
178.1,26.91,106.7,-0.0162,-0.0227,4.69,1149.5,52.2,127.2,267.6,17.72,83.9,19.92,0.034,1,1,1
1481.2,26.22,61.9,-0.0551,-0.0605,3.99,979.9,1.9,2.6,1.4,0.22,32.3,0.38,0.073,2,2,0
1566.8,19.71,31.7,-0.0229,0.0358,4.96,205.3,365.9,4.9,5.7,0.62,36.3,0.38,0.034,2,3,0
1030.2,29.94,94.8,0.0748,0.0256,5.17,3632.8,105.0,18.0,17.4,1.34,32.8,0.92,0.0,1,3,0
839.9,36.48,318.8,-0.0002,-0.0891,6.62,263.9,483.6,27.5,43.5,2.3,41.2,1.47,0.084,3,1,0
1117.7,42.74,45.8,-0.0246,0.0285,3.95,300.0,493.6,152.6,301.9,32.56,80.0,21.21,0.067,2,2,1
1377.7,28.37,222.6,-0.0285,-0.027,6.42,1306.2,529.9,69.8,176.4,9.16,84.9,25.94,0.037,4,1,0
1662.6,32.09,142.3,-0.0246,-0.0203,4.42,993.5,419.5,69.9,134.5,10.62,80.7,24.11,0.06,4,1,0
732.5,45.06,6.2,0.0454,-0.0908,2.0,477.4,27.5,133.1,222.5,32.14,79.7,17.95,0.073,1,1,1
701.2,33.05,114.4,0.07,0.029,4.9,2881.7,16.1,152.4,434.8,38.02,83.8,26.14,2.248,1,3,1
346.4,16.98,271.3,-0.0262,0.0637,4.02,2389.7,24.2,3.0,4.1,0.33,39.1,1.33,0.0,1,4,0
1108.0,38.02,234.2,-0.0047,-0.0836,4.31,3456.5,3.5,3.3,4.2,0.26,25.9,2.44,0.03,1,2,0
372.2,22.87,292.1,0.0243,0.0179,6.6,312.9,252.5,111.1,186.7,25.57,76.0,9.13,0.065,1,3,0
1251.4,31.97,188.7,0.0901,0.0285,7.57,539.2,530.7,70.4,208.5,8.92,85.9,31.36,0.017,1,3,1
583.0,27.41,335.2,0.0212,0.1047,6.02,53.6,307.4,3.0,5.3,0.24,30.8,1.69,0.098,1,4,0
690.6,39.07,257.1,-0.0542,-0.0094,7.43,1291.8,454.8,4.1,3.1,0.28,28.9,0.69,0.059,1,2,0
1649.1,36.2,342.2,-0.0073,-0.0104,2.99,16.3,292.7,16.2,16.7,1.85,41.5,1.97,0.015,3,4,0
1812.3,51.81,49.9,0.0101,-0.0138,2.4,1300.9,144.8,8.4,5.7,0.8,43.9,6.18,0.058,5,1,0
2148.2,44.6,236.2,-0.0319,0.0193,4.86,2377.2,157.7,168.4,416.1,40.03,72.0,0.43,0.029,3,1,1
1484.1,51.7,94.0,0.0151,-0.0081,3.25,1056.4,183.8,1.2,0.6,0.13,38.1,1.93,0.14,1,2,0
964.4,23.03,189.2,0.0199,0.0196,8.1,904.6,128.5,43.5,124.6,8.09,71.4,0.99,0.036,1,2,0
1227.4,31.86,25.5,0.0186,0.0435,6.2,1183.3,171.2,58.6,134.2,7.34,61.1,2.39,0.0,1,1,0
887.3,30.7,153.0,-0.0033,-0.0389,8.82,606.6,446.3,100.3,242.8,18.99,80.5,18.44,0.052,2,1,1
50.0,29.45,159.4,0.0092,0.0591,4.03,1443.2,1478.1,6.7,4.6,0.45,37.7,2.75,0.089,1,2,0
1765.0,37.97,47.1,0.0293,-0.0248,4.06,164.8,334.4,17.8,24.3,1.76,50.2,2.34,0.0,2,3,0
1712.6,50.62,282.1,-0.0771,0.0293,3.15,212.7,216.6,101.6,285.6,22.83,74.5,2.11,0.055,4,1,1
1184.9,34.76,49.1,0.0457,0.031,6.46,619.7,33.8,98.2,154.4,15.2,72.0,1.97,0.073,1,2,0
879.6,32.15,167.9,0.0013,-0.0306,4.76,1474.4,167.1,1.8,1.4,0.15,46.3,2.94,0.068,1,2,0
345.3,20.89,323.4,-0.0394,-0.0059,4.7,1135.5,19.4,0.9,1.6,0.08,36.4,1.33,0.074,1,3,0
1684.2,44.34,48.5,-0.0288,-0.0777,5.09,167.0,754.1,2.7,2.1,0.2,37.8,0.38,0.064,2,3,0
1236.6,46.58,275.9,-0.0189,-0.0026,4.72,382.4,707.7,232.0,740.7,38.23,81.9,17.52,0.021,1,3,1
1798.9,43.9,7.6,-0.091,-0.0528,3.38,4008.2,360.5,64.6,111.3,17.17,62.6,2.51,0.05,4,2,0
1636.2,28.01,337.4,-0.0388,-0.0237,4.23,2542.4,288.2,46.3,32.9,3.16,52.9,3.42,0.053,3,1,0
1080.9,39.13,293.9,0.0202,0.0939,5.77,4546.9,251.7,41.2,35.4,4.85,36.3,3.67,0.032,3,1,0
1371.7,30.43,334.9,0.0145,0.0097,5.29,129.9,497.5,5.0,4.7,0.39,37.3,4.36,0.065,3,1,0
1232.2,31.5,39.3,-0.0291,-0.0282,5.91,829.8,957.2,244.8,398.0,45.81,80.0,19.21,0.026,4,4,1
1563.0,54.75,295.0,-0.1076,-0.0001,4.17,1578.4,1510.4,45.4,75.6,7.87,54.1,1.96,0.054,3,2,0
2275.6,48.66,139.1,0.0319,-0.0277,5.38,2809.3,475.8,46.0,79.4,6.59,58.2,1.94,0.073,4,1,0
842.1,31.47,351.8,0.0078,0.0595,6.43,1306.4,10.8,88.0,268.7,12.0,89.8,42.21,0.0,3,4,1
933.9,34.43,216.5,-0.0564,-0.0228,3.59,2708.8,566.4,8.8,11.0,0.77,27.7,3.63,0.015,3,1,0
2494.2,48.69,77.7,-0.0628,-0.0275,4.36,2671.9,58.5,0.8,0.7,0.07,40.2,1.86,0.043,4,1,0
807.2,26.44,23.7,0.0725,0.02,4.55,101.3,37.6,13.3,9.2,1.14,40.0,1.75,0.0,1,2,0
1096.5,42.31,215.3,0.0063,0.0487,4.75,538.0,308.9,2.7,1.5,0.27,32.1,1.36,0.009,3,3,0
798.6,34.95,291.6,-0.0076,-0.064,4.48,2820.2,356.3,3.1,1.7,0.24,41.9,0.82,0.025,1,2,0
1657.7,40.89,198.8,-0.068,-0.0944,6.44,289.2,105.4,4.6,5.0,0.35,39.6,1.39,0.038,2,3,0
1305.5,47.29,259.2,-0.0517,0.0094,4.77,2408.0,291.3,1.2,1.6,0.12,28.1,0.71,0.071,3,1,0
690.0,29.48,61.2,-0.0692,-0.0038,7.37,213.8,141.3,2.4,2.1,0.19,26.7,3.55,0.0,1,3,0
1512.6,28.36,336.1,0.038,0.0384,6.05,1045.7,10.8,61.0,42.6,5.78,35.2,3.24,0.011,3,4,0
1697.3,35.71,315.9,0.0733,0.0084,3.6,63.3,14.1,2.6,4.5,0.2,32.1,3.47,0.112,2,3,0
1217.3,36.11,294.1,-0.0071,0.0785,4.75,118.7,924.4,168.2,300.2,27.94,78.7,13.1,0.04,1,1,1
916.4,32.3,212.5,-0.0095,0.1516,5.07,592.5,70.3,29.8,20.3,2.24,34.6,2.63,0.045,1,3,0
1289.4,28.31,269.6,0.005,0.0407,4.13,1552.9,84.4,8.3,8.9,0.79,22.6,2.69,0.102,4,3,0
1389.2,37.13,16.1,0.0067,-0.0208,6.84,875.8,838.8,122.4,253.6,18.77,76.6,9.1,0.066,1,3,1
1203.3,16.44,15.8,-0.0768,0.0867,6.15,73.6,556.4,137.5,335.8,19.97,76.4,12.19,0.0,2,2,1
706.1,21.36,58.7,-0.0201,-0.0197,6.52,2977.7,530.9,100.6,269.3,20.65,71.0,2.06,0.11,1,4,0
854.2,39.87,261.3,-0.0699,-0.0329,4.8,405.3,309.8,122.9,306.4,34.13,70.1,3.63,0.052,1,4,1
1811.8,30.73,78.9,0.0669,-0.0025,2.95,1515.4,833.6,11.4,6.1,1.3,40.9,1.3,0.072,1,4,0
1176.6,39.48,43.0,0.0581,0.0752,4.94,479.5,219.3,160.0,367.3,29.92,64.9,1.31,0.028,2,1,1
999.6,40.58,88.0,0.0082,0.0114,5.51,1334.3,71.4,4.4,6.8,0.62,35.2,3.53,0.088,4,3,0
1605.4,46.83,315.4,-0.0052,-0.0489,5.62,320.4,73.3,24.0,47.7,3.79,46.8,5.09,0.094,1,2,0
1426.5,52.35,142.5,0.0634,-0.0917,4.15,501.2,49.1,83.7,261.1,11.38,73.9,3.06,0.063,5,3,1
1253.3,15.42,280.3,0.04,0.0074,6.99,1370.1,812.9,139.1,296.1,24.51,71.3,2.72,0.055,1,4,1
1003.0,41.77,332.4,-0.0357,-0.0006,2.0,1549.2,107.5,22.6,32.7,2.77,46.1,1.48,0.013,1,3,0
293.2,7.12,182.6,-0.0355,-0.0538,8.06,195.2,289.9,40.5,122.2,9.32,68.6,1.04,0.0,1,3,0
884.3,39.3,277.3,-0.0303,0.101,5.65,1803.4,52.8,3.5,5.4,0.24,29.3,1.63,0.051,1,3,0
476.7,28.6,295.2,0.0193,0.0531,4.46,207.7,42.3,16.3,9.7,1.32,45.8,0.0,0.141,1,1,0
1475.1,20.54,27.4,-0.0639,0.0653,7.15,2272.1,88.5,20.3,13.0,1.79,46.1,3.01,0.033,1,4,0
851.4,34.52,255.6,-0.0922,-0.0533,4.96,667.9,1218.3,58.6,142.8,9.8,76.3,9.69,0.012,2,3,0
425.4,42.15,129.9,0.0087,-0.0488,6.5,1580.9,427.6,208.9,556.8,29.67,90.2,43.75,2.237,3,2,1
605.3,27.46,198.7,-0.0016,0.0293,8.0,216.2,233.3,67.0,211.5,13.34,79.8,15.21,0.024,1,1,0
2336.5,30.33,106.6,0.0696,-0.0485,6.85,1165.4,941.9,38.9,49.6,2.94,47.6,1.2,0.062,3,4,0
1618.4,29.32,51.2,0.0201,-0.078,4.34,456.6,156.9,11.8,13.8,1.34,42.9,4.1,0.099,2,3,0
499.0,32.95,216.4,0.0794,0.0079,4.81,3584.6,453.3,5.5,7.8,0.86,36.3,0.68,0.117,1,1,0
1664.3,32.6,132.9,-0.0694,-0.0385,2.68,1224.8,97.5,86.8,209.6,14.95,79.4,16.23,0.102,1,2,1
1769.1,52.21,227.6,0.1749,0.0046,2.03,164.6,817.8,53.1,100.3,10.27,54.9,0.54,0.125,5,4,0
1050.7,30.44,295.6,0.0019,0.0323,3.55,213.4,117.4,82.7,224.6,16.84,71.1,1.0,0.0,3,1,1
1140.1,30.15,25.3,-0.0742,0.0122,7.43,537.9,1162.8,43.2,69.6,5.94,52.2,2.95,0.053,1,1,0
1947.6,41.0,171.8,-0.0307,-0.0025,4.31,510.1,27.1,62.9,160.6,13.04,62.3,2.28,0.044,4,3,0
744.3,44.56,132.2,0.1294,-0.0779,5.02,2563.4,571.3,9.7,7.4,0.74,49.5,2.4,0.063,3,1,0
50.0,34.6,94.1,-0.0638,0.0389,8.25,1350.1,1005.8,8.9,10.8,1.49,37.5,1.69,0.058,1,3,0
886.7,30.07,335.3,-0.0359,0.0338,8.15,831.8,540.4,19.6,35.3,1.36,44.4,2.22,0.066,2,4,0
2294.8,50.8,115.7,-0.0725,0.0279,3.83,530.3,573.0,129.8,265.4,21.74,82.4,17.31,3.416,5,4,1
905.8,24.53,151.3,-0.0777,0.0091,6.21,321.5,980.3,77.5,238.4,13.34,84.9,21.54,0.071,1,3,1
1147.4,43.3,86.3,-0.0242,0.0614,5.14,2402.8,654.5,19.4,53.8,2.77,48.4,0.0,0.068,2,2,0
1655.1,37.27,12.5,-0.0028,0.0025,4.12,791.1,104.9,95.0,265.2,15.09,85.5,27.46,0.134,1,1,1
1564.5,38.22,96.5,-0.011,0.0746,4.31,999.6,100.8,218.9,593.4,52.98,76.4,7.89,0.024,1,1,1
748.5,14.83,349.2,-0.0025,-0.0466,8.21,526.8,1597.7,2.5,2.7,0.2,35.7,2.7,0.001,1,1,0
1076.7,37.95,207.0,-0.0171,-0.0084,4.36,2610.0,466.6,9.9,16.5,0.67,29.5,2.64,0.021,2,2,0
1440.0,36.33,334.5,0.0339,-0.0521,5.24,288.9,610.8,176.0,343.5,23.36,90.5,34.2,8.065,3,3,1
360.5,12.71,0.9,0.045,0.0029,8.62,1205.7,477.6,78.9,147.2,10.32,66.6,0.0,0.042,1,3,0
1930.6,47.45,2.7,-0.0103,0.0202,6.04,435.7,106.3,120.1,289.8,17.41,81.0,21.46,0.037,2,2,1
1851.1,50.56,23.7,-0.0043,-0.0387,3.56,191.8,251.8,3.4,2.4,0.37,30.0,0.13,0.122,4,1,0
1275.0,30.89,5.2,0.0231,-0.044,6.62,114.2,312.8,0.3,0.4,0.02,35.0,5.18,0.034,3,3,0
760.6,34.28,141.8,0.0608,-0.0027,8.04,859.2,186.9,210.7,555.0,35.88,82.1,21.29,2.956,2,1,1
1764.9,28.64,357.7,-0.0455,-0.0219,7.53,2198.6,14.5,6.4,8.9,0.47,34.2,3.78,0.035,2,1,0
1512.9,30.03,311.2,0.0082,0.0456,4.89,1144.9,510.5,2.1,3.8,0.16,34.7,3.69,0.036,2,1,0
1526.9,29.54,86.4,-0.0307,-0.0093,6.01,310.6,170.7,12.1,7.8,0.95,34.6,2.0,0.064,3,3,0
1191.3,36.26,157.1,-0.0161,0.0622,3.53,701.3,287.0,21.0,17.0,2.07,32.2,0.99,0.007,4,3,0
1393.9,33.56,52.5,-0.0693,-0.0304,4.0,608.6,380.1,12.1,13.2,1.0,37.6,1.51,0.068,2,3,0
403.8,54.33,94.7,0.0499,-0.0541,2.68,616.5,307.3,98.8,198.2,19.62,85.5,21.12,3.057,3,1,1
2032.9,42.95,39.2,0.0423,-0.024,4.03,1936.2,743.1,27.5,50.4,8.39,49.2,0.94,0.044,5,4,0
564.0,43.56,185.2,-0.0187,0.0422,5.89,970.4,641.6,4.8,4.3,0.33,37.7,1.01,0.036,1,2,0
593.0,39.13,333.6,0.0003,-0.0152,4.77,10.8,0.4,39.1,61.4,2.77,50.3,0.0,0.058,1,1,0
543.9,41.49,332.0,0.0597,0.0467,3.57,327.0,379.2,11.9,15.9,0.92,38.7,1.09,0.008,1,4,0
1126.8,36.61,13.2,-0.0854,0.0079,5.28,2062.8,252.2,142.8,451.5,23.9,89.6,30.77,1.714,2,4,1
1027.7,22.54,312.6,-0.014,0.0448,6.32,945.3,442.2,79.0,221.8,24.81,78.2,15.94,0.053,2,1,0
1684.6,39.43,115.8,0.0908,0.0579,7.05,2482.7,152.0,24.0,75.7,7.76,67.6,1.71,0.034,4,3,0
1260.9,29.17,336.7,-0.0864,0.0595,4.41,565.6,339.7,0.3,0.5,0.03,34.5,1.81,0.067,2,2,0
1157.1,46.38,142.8,0.0073,0.0211,2.0,705.9,320.4,3.2,2.9,0.24,34.7,2.54,0.066,1,1,0
1651.7,27.0,65.0,-0.0068,0.0226,5.4,656.0,229.3,7.5,7.8,0.62,36.2,2.81,0.052,3,2,0
